,GR,NPHI_SS,NPHI_LS,DPHI_SS,DPHI_LS,PEFZ,RHOB,CAL,UWI
0,1.142,0.1265226746205691,0.056289408397502766,0.05945523581968645,0.0797983537123753,3.5873065508351667,30.175646523368528,7.5523,100010107020W500
1,21.8775,0.1112,-0.0013404639108476613,-0.08695825490602652,-0.0926,4.1623,2873.4011,206.7875,100010608109W500
2,42.4504,0.14996239197366643,0.0576,-0.09488461376172538,-0.0828,4.707042562803008,2851.5955,211.8617,100010904012W500
3,28.4555,0.27489838471573397,0.1593,0.051154627501955555,0.0709,3.504783519006895,2614.1282,202.6417,100011206021W400
4,5.145089990286365,0.17524460689793764,0.1127,0.20590517392789,0.1955,1.8674,2374.4663,207.7325,100011506915W500
5,115.9965,0.37355989731424194,0.2769,-4.9753890205700424e-05,0.0393,3.2945,2642.8435,221.8772,100011804403W500
6,37.0213,0.1429243663498804,0.0314,-0.03744366578611201,-0.0165,5.5395,2735.8147,202.3192,100011806718W500
7,19.2035,0.11400385561149437,0.0241,0.0032999647417000025,0.003,4.4738,2703.8923,223.9442,100012306427W500
8,106.307,0.1113181352559775,0.11030233358323002,-0.006406486866856076,0.033925787412558195,4.391575878373306,-381.7343738878552,6.9436,100012404516W502
9,159.067,0.3214343276294718,0.27294283575303724,0.09433191499779911,0.14329127311750425,2.379993351921442,217.0613793374115,44.24135175599285,100012706026W400
10,106.4669,0.35650689613576414,0.2729,0.13167433145286175,0.1646,3.5153829096409686,2433.5044,277.4241,100012805703W500
11,52.18129512640384,0.17181238291392004,0.11506629537350152,0.05964594318764399,0.08961384598634468,3.3353709416498876,-40.00217816322299,7.8787,100012906918W500
12,134.211,0.358568130497934,0.2814890896122877,0.12847307499876284,0.17449574372047866,1.5455552656428706,110.18393576680057,8.6164,100013603712W500
13,8.5353,0.11308710654150697,0.05235523463230887,0.04738893093860924,0.06905117946687543,3.8027838407271197,-18.033168510645623,8.7312,100020106719W500
14,10.7345,0.1556,0.08275798273206475,-0.1075,-0.0601,3.8815053057855353,2.801,7.9095,100020107808W500
15,66.0404,0.15427070422562197,0.11280307253939223,0.04130273110174437,0.07406151064065994,3.6286838572455555,-138.72685197439034,6.9976,100020206322W500
16,51.70718788892556,0.16665193034102016,0.11155184811552285,0.05677742227329788,0.08664363274626416,3.3953935805218625,-50.56527908626492,7.8496,100020206419W500
17,79.386,0.1751,0.1463,-0.0038560051565207087,0.0275,3.1241225422947743,2668.3357,218.4256,100020206508W500
18,170.4366,0.3474460346777642,0.2964246203863997,0.10220106700835388,0.15511876478091866,1.8919336724012825,-48.637423534103505,8.0016,100020403021W400
19,56.55781914060505,0.2068161721138535,0.13948800420542573,0.07970489886349541,0.10939778160430963,3.1170809375538107,241.8890064237795,35.26328457669892,100020605904W500
20,6.4943,0.11174362337616356,0.05028268113314041,0.04768132379840896,0.06894481456776397,3.8081591208061876,-12.681762446499192,8.8932,100020606216W500
21,53.8651,0.1815455882811712,0.12247118831585249,0.06442437550298438,0.09487893189822569,3.228576017895364,-25.486734899634826,7.8263,100020606512W500
22,102.5153,0.3839,0.333,0.02813394224231433,0.0817,2.3988112583911283,2571.4038,246.5575,100020807907W500
23,1.4623,0.11250956846158572,0.04771284937396886,0.05090459462801068,0.0711589908046844,3.7757796354196818,15.23580022006729,9.9527,100021106720W500
24,16.1919,0.1729447816455478,0.0665,-0.01262005765177121,-0.0044,4.303895552268076,2702.4177,218.842,100021306113W500
25,3.3102,0.13148153298762238,0.06068466491285443,0.061342699470909756,0.0820532153847793,3.54628484093406,42.43414961567498,8.6109,100021406411W500
