,GR,NPHI_SS,NPHI_LS,DPHI_SS,DPHI_LS,PEFZ,RHOB,CAL,UWI
0,28.919,0.08330742110120148,-0.06580868100974313,-0.05468811381189109,-0.03534750092509675,4.951952685377378,2.7783,6.0281,42013301410000
1,70.17829146561917,0.2990553262029496,0.2323842727778389,0.19427148513233128,0.20617230130462172,4.846337530774981,2.3503,7.0612,42013301930000
2,22.4477,0.1530187167563637,0.0115,0.004989600847840059,-0.0093,4.784638372748844,2.7198,8.0507,42013302760000
3,38.4679,0.17146198936734613,0.0444,0.027965931336460415,0.0308,4.822343132842583,2.6534,8.0486,42013305480000
4,25.9448,0.14996120006885882,0.011174545219224674,-0.014248115325406374,0.0013767529016415203,4.893333398777152,2.7101,7.5611,42013310190000
5,27.7337,0.15685059214709374,0.0233,0.04479314791244704,0.0732,4.8091942512899735,2.5833,8.3771,42013311740000
6,32.9909,0.18526325437540203,0.057545171642760184,-0.0014694110110404779,0.008582836710644415,4.869156353338212,2.6955,8.9342,42013312950000
7,10.3626,0.2033499150843301,0.0772916866498985,0.08421289187540104,0.11638783957134136,4.774945253957398,2.509042200927503,9.9499,42013313140000
8,23.1371,0.2800897107122091,0.17689075961198042,0.18906655055175925,0.21671854875062868,4.8008353221730005,2.331,6.0592,42013313780000
9,65.93789265660644,0.30373065360225837,0.21228573985501753,0.14436741843246548,0.13611406849587837,4.986487372556105,2.467187045152114,0.0284,42013325590000
10,69.22300524627144,0.2722117161689668,0.1980478658479059,0.1500948502423105,0.16045624038545325,4.8521385143070646,2.4308,8.0714,42013326640000
11,68.76458400089723,0.24278849721433016,0.16151227928231005,0.0983710996286673,0.10712071193036143,4.84900519663244,2.5247107703782805,9.86459716324066,42013332560000
12,68.77693479938807,0.24229036271028526,0.16093384671471767,0.09794946281765426,0.10672229325111315,4.849262040983049,2.525435343266228,9.866087146993095,42013339770000
13,31.9746,0.16022852474988802,0.0259,0.023989714795153105,0.0281,4.673,2.6593,8.3065,42013339790000
14,68.41876164317682,0.2567362633275807,0.17770839117490156,0.11017693033703502,0.11827643494931817,4.84181355481531,2.504422729515756,9.82287761817122,42013340230000
15,67.32234209834814,0.21649410665293867,0.11952621879022485,0.03787025311600356,0.0367,4.935374993777955,2.6472,7.2489,42013340590000
16,9.6336,0.1864527398718676,0.037042618410682016,0.06404652576070635,0.0822341732333256,4.959332225959606,2.566162482473469,-0.0233,42013340740000
17,64.60839693169146,0.21533122385869974,0.11207768033050125,0.016760588626900663,0.012883905046588762,4.921625234947584,2.6871,7.8274,42013342130000
18,54.0741,0.1993348892842821,0.1125,0.16844625892329468,0.0085,4.4907997522723235,2.6622,7.8503,42021301990000
19,11.8758,0.15345259277235201,-0.0011,-0.09663060844736826,0.0344,5.141483772183001,2.6771,8.8184,42025304380000
20,69.49328111180921,0.21339856147569503,0.127384757794349,0.07349452777889276,0.0836140098547018,4.864159013318542,2.5674605707671727,9.952506204636506,42025324790000
